Frequency (Hz)	Level (dB)
1787.109375	-78.964394
1788.574219	-83.494965
1790.039063	-82.815712
1791.503906	-82.300392
1792.968750	-78.757637
1794.433594	-80.562462
1795.898438	-76.438194
1797.363281	-76.493118
1798.828125	-78.430511
1800.292969	-83.879860
1801.757813	-75.102005
1803.222656	-76.471329
1804.687500	-82.017036
1806.152344	-91.707596
1807.617188	-92.935921
1809.082031	-89.393944
1810.546875	-79.493172
1812.011719	-74.424858
1813.476563	-79.287834
1814.941406	-79.720840
1816.406250	-86.687302
1817.871094	-95.190155
1819.335938	-88.323265
1820.800781	-86.786095
1822.265625	-88.995018
1823.730469	-87.063164
1825.195313	-86.064453
1826.660156	-88.009033
1828.125000	-86.762001
1829.589844	-81.565125
1831.054688	-89.361298
1832.519531	-81.683502
1833.984375	-82.319458
1835.449219	-89.831573
1836.914063	-79.416443
1838.378906	-74.506523
1839.843750	-76.778503
1841.308594	-74.658264
1842.773438	-78.149323
1844.238281	-84.448784
1845.703125	-84.301041
1847.167969	-89.750786
1848.632813	-90.814049
1850.097656	-85.428871
1851.562500	-82.753761
1853.027344	-83.274040
1854.492188	-81.538132
1855.957031	-88.594040
1857.421875	-83.404259
1858.886719	-76.425201
1860.351563	-76.930771
1861.816406	-78.123215
1863.281250	-73.147377
1864.746094	-71.603645
1866.210938	-73.697289
1867.675781	-74.655701
1869.140625	-74.096405
1870.605469	-74.653519
1872.070313	-77.991028
1873.535156	-83.725502
1875.000000	-74.078575
1876.464844	-74.188728
1877.929688	-82.055962
1879.394531	-77.936897
1880.859375	-70.667168
1882.324219	-75.022461
1883.789063	-74.521217
1885.253906	-81.703529
1886.718750	-79.261772
1888.183594	-77.294388
1889.648438	-74.691414
1891.113281	-75.109276
1892.578125	-86.333282
1894.042969	-70.526566
1895.507813	-68.751030
1896.972656	-75.110374
1898.437500	-74.421913
1899.902344	-72.385880
1901.367188	-70.755676
1902.832031	-69.685631
1904.296875	-72.870682
1905.761719	-72.566650
1907.226563	-64.951508
1908.691406	-56.406288
1910.156250	-58.204880
1911.621094	-69.537094
1913.085938	-70.152153
1914.550781	-73.842056
1916.015625	-73.302010
1917.480469	-71.529861
1918.945313	-71.928246
1920.410156	-72.050735
1921.875000	-74.674767
1923.339844	-76.905441
1924.804688	-78.892448
1926.269531	-76.348427
1927.734375	-75.055405
1929.199219	-73.460922
1930.664063	-71.136909
1932.128906	-74.320572
1933.593750	-82.148338
1935.058594	-80.986008
1936.523438	-78.995522
1937.988281	-79.706512
1939.453125	-83.690819
1940.917969	-78.254036
1942.382813	-75.197418
1943.847656	-73.019463
1945.312500	-76.045563
1946.777344	-72.483536
1948.242188	-70.860039
1949.707031	-73.243637
1951.171875	-91.191368
1952.636719	-78.904518
1954.101563	-77.177940
1955.566406	-74.266602
1957.031250	-72.550323
1958.496094	-66.399986
1959.960938	-68.319588
1961.425781	-75.250664
1962.890625	-74.112373
1964.355469	-74.825142
1965.820313	-75.408272
1967.285156	-78.079453
1968.750000	-80.461380
1970.214844	-79.518936
1971.679688	-74.350891
1973.144531	-73.986603
1974.609375	-76.756439
1976.074219	-77.135605
1977.539063	-73.465637
1979.003906	-75.390953
1980.468750	-73.126251
1981.933594	-71.752289
1983.398438	-76.560272
1984.863281	-71.943115
1986.328125	-70.218323
1987.792969	-65.214615
1989.257813	-64.296211
1990.722656	-69.733498
1992.187500	-66.093224
1993.652344	-63.292717
1995.117188	-61.380192
1996.582031	-62.847733
1998.046875	-64.002396
1999.511719	-60.258224
2000.976563	-58.135929
2002.441406	-57.685947
2003.906250	-65.341393
2005.371094	-56.128319
2006.835938	-55.131870
2008.300781	-43.191608
2009.765625	-41.728565
2011.230469	-52.847061
2012.695313	-54.434387
2014.160156	-60.001793
2015.625000	-58.483944
2017.089844	-57.143177
2018.554688	-62.232880
2020.019531	-65.736351
2021.484375	-66.254402
2022.949219	-61.506153
2024.414063	-62.968124
2025.878906	-66.482376
2027.343750	-71.976265
2028.808594	-69.975388
2030.273438	-69.873535
2031.738281	-72.240158
2033.203125	-72.715416
2034.667969	-72.785767
2036.132813	-71.604912
2037.597656	-74.314194
2039.062500	-77.367073
2040.527344	-74.948540
2041.992188	-82.819794
2043.457031	-68.995918
2044.921875	-70.385002
2046.386719	-67.652771
2047.851563	-66.793564
2049.316406	-75.783546
2050.781250	-70.131943
2052.246094	-72.266922
2053.710938	-79.480270
2055.175781	-74.762741
2056.640625	-68.157211
2058.105469	-66.064064
2059.570313	-65.197166
2061.035156	-68.023399
2062.500000	-66.909409
2063.964844	-73.310310
2065.429688	-70.208855
2066.894531	-66.092995
2068.359375	-70.655823
2069.824219	-71.823853
2071.289063	-75.591019
2072.753906	-67.293373
2074.218750	-66.704185
2075.683594	-74.339264
2077.148438	-64.772278
2078.613281	-64.664070
2080.078125	-78.102135
2081.542969	-66.047600
2083.007813	-68.079910
2084.472656	-76.739670
2085.937500	-65.835403
2087.402344	-66.455063
2088.867188	-67.790298
2090.332031	-74.004028
2091.796875	-82.723656
2093.261719	-75.524033
2094.726563	-74.906013
2096.191406	-74.120964
2097.656250	-72.388680
2099.121094	-72.606926
2100.585938	-74.632767
2102.050781	-70.674698
2103.515625	-76.016068
2104.980469	-84.917961
2106.445313	-79.742844
2107.910156	-62.837135
2109.375000	-57.407604
2110.839844	-63.385693
2112.304688	-64.827354
2113.769531	-66.441956
2115.234375	-75.940552
2116.699219	-77.313965
2118.164063	-75.202065
2119.628906	-76.129532
2121.093750	-76.278526
2122.558594	-70.575493
2124.023438	-71.023399
2125.488281	-78.956947
2126.953125	-77.732307
2128.417969	-72.675179
2129.882813	-72.509697
2131.347656	-72.373451
2132.812500	-74.114525
2134.277344	-78.346001
2135.742188	-78.949104
2137.207031	-74.294594
2138.671875	-77.985176
2140.136719	-76.212051
2141.601563	-72.038406
2143.066406	-68.055580
2144.531250	-73.314903
2145.996094	-79.033249
2147.460938	-77.635002
2148.925781	-82.690399
2150.390625	-83.276604
2151.855469	-78.599739
2153.320313	-75.545128
2154.785156	-78.546402
2156.250000	-88.126602
2157.714844	-81.824409
2159.179688	-75.979050
2160.644531	-76.185295
2162.109375	-74.670937
2163.574219	-80.078087
2165.039063	-75.403305
2166.503906	-84.404015
2167.968750	-76.004837
2169.433594	-72.198311
2170.898438	-71.712784
2172.363281	-68.510506
2173.828125	-70.723709
2175.292969	-78.062172
2176.757813	-77.766678
2178.222656	-79.185059
2179.687500	-80.338737
2181.152344	-81.548805
2182.617188	-78.516014
2184.082031	-81.585648
2185.546875	-80.610466
2187.011719	-76.992622
2188.476563	-74.088768
2189.941406	-81.695824
2191.406250	-78.153236
2192.871094	-77.361900
2194.335938	-74.727982
2195.800781	-74.665878
2197.265625	-80.945732
2198.730469	-80.638176
2200.195313	-79.359642
2201.660156	-83.568779
2203.125000	-83.165710
2204.589844	-80.433960
2206.054688	-86.208336
2207.519531	-82.051270
2208.984375	-78.418816
2210.449219	-82.017120
2211.914063	-75.186424
2213.378906	-75.191132
2214.843750	-79.163322
2216.308594	-77.108330
2217.773438	-80.084412
2219.238281	-85.988373
2220.703125	-77.898849
2222.167969	-73.456970
2223.632813	-73.653397
2225.097656	-73.676735
2226.562500	-78.139198
2228.027344	-74.648575
2229.492188	-72.801285
2230.957031	-77.784599
2232.421875	-87.242332
2233.886719	-82.346939
2235.351563	-76.945122
2236.816406	-71.197121
2238.281250	-76.955566
2239.746094	-73.860435
2241.210938	-75.282021
2242.675781	-79.385506
2244.140625	-79.164856
2245.605469	-82.272377
2247.070313	-80.826637
2248.535156	-76.258858
2250.000000	-72.087364
2251.464844	-76.984978
2252.929688	-81.893547
2254.394531	-89.016876
2255.859375	-86.402672
2257.324219	-77.455994
2258.789063	-68.112770
2260.253906	-69.819778
2261.718750	-80.827827
2263.183594	-86.572556
2264.648438	-97.737854
2266.113281	-87.576805
2267.578125	-88.966164
2269.042969	-97.339088
2270.507813	-88.488640
2271.972656	-84.336113
2273.437500	-92.569084
2274.902344	-80.447876
2276.367188	-75.875107
2277.832031	-75.179230
2279.296875	-77.463982
2280.761719	-87.990265
2282.226563	-85.719597
2283.691406	-74.851189
2285.156250	-71.275917
2286.621094	-74.605316
2288.085938	-72.402756
2289.550781	-76.282654
2291.015625	-80.501671
2292.480469	-81.542145
2293.945313	-89.534271
2295.410156	-85.785294
2296.875000	-80.902206
2298.339844	-80.256577
2299.804688	-84.207062
2301.269531	-83.834732
2302.734375	-86.618622
2304.199219	-89.309280
2305.664063	-82.020485
2307.128906	-79.029793
2308.593750	-75.572716
2310.058594	-73.924500
2311.523438	-79.525948
2312.988281	-80.543137
2314.453125	-75.564659
2315.917969	-75.211639
2317.382813	-78.463081
2318.847656	-79.584991
2320.312500	-74.072296
2321.777344	-72.368492
2323.242188	-70.882820
2324.707031	-71.172806
2326.171875	-70.999084
2327.636719	-72.988060
2329.101563	-77.393715
2330.566406	-76.018784
2332.031250	-72.346901
2333.496094	-76.196815
2334.960938	-79.243736
2336.425781	-72.414169
2337.890625	-67.325935
2339.355469	-66.718582
2340.820313	-68.837860
2342.285156	-67.193237
2343.750000	-67.908432
2345.214844	-69.811996
2346.679688	-67.631027
2348.144531	-64.122841
2349.609375	-65.640221
2351.074219	-69.281288
2352.539063	-65.783951
2354.003906	-71.286720
2355.468750	-75.776741
2356.933594	-72.899315
2358.398438	-69.809769
2359.863281	-70.666306
2361.328125	-73.847313
2362.792969	-71.088303
2364.257813	-72.223930
2365.722656	-68.574890
2367.187500	-70.559868
2368.652344	-78.292923
2370.117188	-70.789177
2371.582031	-66.552002
2373.046875	-65.335899
2374.511719	-66.312737
2375.976563	-73.393730
2377.441406	-75.654587
2378.906250	-80.517937
2380.371094	-75.876297
2381.835938	-76.048531
2383.300781	-74.200546
2384.765625	-72.956482
2386.230469	-75.054726
2387.695313	-75.809875
2389.160156	-74.797897
2390.625000	-75.545044
2392.089844	-77.604599
2393.554688	-67.875984
2395.019531	-67.057190
2396.484375	-72.257385
2397.949219	-72.387665
2399.414063	-70.219933
2400.878906	-71.056366
2402.343750	-79.904335
2403.808594	-69.171303
2405.273438	-69.649483
2406.738281	-74.450577
2408.203125	-65.946671
2409.667969	-60.771099
2411.132813	-65.211357
2412.597656	-76.785446
2414.062500	-75.405083
2415.527344	-71.035889
2416.992188	-74.173363
2418.457031	-73.883720
2419.921875	-75.961220
2421.386719	-80.222374
2422.851563	-83.188347
2424.316406	-86.470695
2425.781250	-80.864250
2427.246094	-73.992546
2428.710938	-73.473419
2430.175781	-83.441246
2431.640625	-80.410225
2433.105469	-74.964226
2434.570313	-81.045204
2436.035156	-77.807167
2437.500000	-78.196869
2438.964844	-85.883553
2440.429688	-88.631271
2441.894531	-85.590332
2443.359375	-82.211372
2444.824219	-76.533089
2446.289063	-73.593323
2447.753906	-71.008202
2449.218750	-72.306839
2450.683594	-72.185814
2452.148438	-72.499664
2453.613281	-73.946541
2455.078125	-71.722023
2456.542969	-66.996933
2458.007813	-65.494514
2459.472656	-65.934006
2460.937500	-65.067078
2462.402344	-73.402351
2463.867188	-68.561539
2465.332031	-74.439819
2466.796875	-70.192879
2468.261719	-77.489418
2469.726563	-79.276222
2471.191406	-77.781036
2472.656250	-73.445183
2474.121094	-74.272530
2475.585938	-74.330048
2477.050781	-69.573921
2478.515625	-73.116287
2479.980469	-69.043907
2481.445313	-70.477455
2482.910156	-72.665184
2484.375000	-69.253075
2485.839844	-71.900398
2487.304688	-72.901855
2488.769531	-73.974388
2490.234375	-75.143524
2491.699219	-71.815262
2493.164063	-67.557457
2494.628906	-71.006027
2496.093750	-72.155342
2497.558594	-71.385025
2499.023438	-74.863449
2500.488281	-71.121063
2501.953125	-71.108528
2503.417969	-73.815460
2504.882813	-69.555191
2506.347656	-69.144257
2507.812500	-70.341614
2509.277344	-73.820732
2510.742188	-69.961906
2512.207031	-72.207489
2513.671875	-82.647041
2515.136719	-72.682480
2516.601563	-71.557281
2518.066406	-73.544319
2519.531250	-83.284546
2520.996094	-74.019905
2522.460938	-71.559372
2523.925781	-77.988594
2525.390625	-81.958496
2526.855469	-81.142189
2528.320313	-75.954857
2529.785156	-72.545959
2531.250000	-74.333237
2532.714844	-80.859230
2534.179688	-80.689415
2535.644531	-76.727585
2537.109375	-75.391212
2538.574219	-80.092918
2540.039063	-77.340523
2541.503906	-80.241646
2542.968750	-84.197823
2544.433594	-81.049072
2545.898438	-79.188835
2547.363281	-80.803955
2548.828125	-82.169495
2550.292969	-82.156311
2551.757813	-81.297852
2553.222656	-79.851295
2554.687500	-76.273972
2556.152344	-81.708267
2557.617188	-75.732101
2559.082031	-71.704842
2560.546875	-76.761192
2562.011719	-82.961136
2563.476563	-77.975113
2564.941406	-74.278244
2566.406250	-73.035103
2567.871094	-74.861130
2569.335938	-77.838554
2570.800781	-79.563942
2572.265625	-82.720367
2573.730469	-87.172699
2575.195313	-78.429054
2576.660156	-73.423706
2578.125000	-72.388496
2579.589844	-74.911415
2581.054688	-75.612083
2582.519531	-76.729782
2583.984375	-78.577927
2585.449219	-78.167183
2586.914063	-70.900787
2588.378906	-71.341522
2589.843750	-74.692680
2591.308594	-79.466949
2592.773438	-79.356758
2594.238281	-78.971176
2595.703125	-74.454781
2597.167969	-78.149895
2598.632813	-81.996841
2600.097656	-78.620750
2601.562500	-75.205421
2603.027344	-75.961555
2604.492188	-79.686752
2605.957031	-80.248093
2607.421875	-80.372322
2608.886719	-83.258896
2610.351563	-80.877892
2611.816406	-77.532341
2613.281250	-77.204643
2614.746094	-81.586327
2616.210938	-90.983742
2617.675781	-81.957359
2619.140625	-77.623329
2620.605469	-76.335312
2622.070313	-79.869240
2623.535156	-81.142494
2625.000000	-77.991272
2626.464844	-81.817375
2627.929688	-77.262100
2629.394531	-78.222809
2630.859375	-79.362770
2632.324219	-74.431427
2633.789063	-74.787071
2635.253906	-81.262199
2636.718750	-78.069099
2638.183594	-76.828369
2639.648438	-85.572800
2641.113281	-77.412529
2642.578125	-72.580597
2644.042969	-73.676109
2645.507813	-79.586433
2646.972656	-76.442757
2648.437500	-79.758003
2649.902344	-79.899223
2651.367188	-77.131676
2652.832031	-78.911629
2654.296875	-77.537781
2655.761719	-75.836578
2657.226563	-78.664574
2658.691406	-77.884552
2660.156250	-74.780525
2661.621094	-74.255051
2663.085938	-74.140556
2664.550781	-74.378326
2666.015625	-80.041084
2667.480469	-81.363602
2668.945313	-79.178421
2670.410156	-79.341835
2671.875000	-84.562637
2673.339844	-86.257545
2674.804688	-82.738770
2676.269531	-80.820030
2677.734375	-80.032761
2679.199219	-79.788048
2680.664063	-82.452652
2682.128906	-81.458359
2683.593750	-79.927383
2685.058594	-83.266373
2686.523438	-87.814987
2687.988281	-84.522842
2689.453125	-77.169647
2690.917969	-78.410538
2692.382813	-84.632408
2693.847656	-84.273743
2695.312500	-79.976105
2696.777344	-75.598526
2698.242188	-77.362144
2699.707031	-75.499146
2701.171875	-72.266190
2702.636719	-71.920990
2704.101563	-72.356895
2705.566406	-77.881287
2707.031250	-79.712326
2708.496094	-74.680580
2709.960938	-68.773117
2711.425781	-72.263298
2712.890625	-70.196167
2714.355469	-69.643799
2715.820313	-71.748787
2717.285156	-77.307510
2718.750000	-78.879303
2720.214844	-80.875122
2721.679688	-80.919296
2723.144531	-87.018837
2724.609375	-81.976028
2726.074219	-81.175720
2727.539063	-80.506889
2729.003906	-80.483292
2730.468750	-77.708412
2731.933594	-72.151649
2733.398438	-71.565376
2734.863281	-72.518250
2736.328125	-73.533234
2737.792969	-70.566048
2739.257813	-77.523788
2740.722656	-75.911430
2742.187500	-83.343254
2743.652344	-74.632576
2745.117188	-72.982933
2746.582031	-72.617912
2748.046875	-74.369965
2749.511719	-80.272102
2750.976563	-77.917824
2752.441406	-82.510017
2753.906250	-75.456367
2755.371094	-72.725502
2756.835938	-72.963615
2758.300781	-78.929466
2759.765625	-80.361603
2761.230469	-78.337776
2762.695313	-67.318703
2764.160156	-64.030121
2765.625000	-74.944267
2767.089844	-69.576881
2768.554688	-73.655762
2770.019531	-72.147079
2771.484375	-68.502075
2772.949219	-70.928841
2774.414063	-78.116302
2775.878906	-73.221390
2777.343750	-73.652435
2778.808594	-79.704285
2780.273438	-72.714447
2781.738281	-73.531273
2783.203125	-74.052750
2784.667969	-67.058105
2786.132813	-65.452591
2787.597656	-68.887863
2789.062500	-72.510551
2790.527344	-72.381393
2791.992188	-73.164101
2793.457031	-71.786530
2794.921875	-67.882988
2796.386719	-67.443756
2797.851563	-65.293755
2799.316406	-68.400345
2800.781250	-68.223602
2802.246094	-71.030418
2803.710938	-77.028870
2805.175781	-77.539398
2806.640625	-75.345367
2808.105469	-74.822304
2809.570313	-71.710800
2811.035156	-72.942047
2812.500000	-70.685150
2813.964844	-67.186996
2815.429688	-69.054451
2816.894531	-69.434380
2818.359375	-70.549202
2819.824219	-72.172440
2821.289063	-71.192108
2822.753906	-73.528244
2824.218750	-77.902344
2825.683594	-81.983292
2827.148438	-77.923782
2828.613281	-75.701363
2830.078125	-75.648773
2831.542969	-77.387566
2833.007813	-76.555771
2834.472656	-76.698906
2835.937500	-72.304077
2837.402344	-69.090851
2838.867188	-73.222855
2840.332031	-74.291618
2841.796875	-71.489861
2843.261719	-66.822083
2844.726563	-67.213783
2846.191406	-66.881882
2847.656250	-65.391624
2849.121094	-65.262589
2850.585938	-65.532433
2852.050781	-66.227409
2853.515625	-68.546982
2854.980469	-69.886635
2856.445313	-70.387329
2857.910156	-73.170357
2859.375000	-82.147636
2860.839844	-75.059296
2862.304688	-68.021255
2863.769531	-66.207848
2865.234375	-72.333481
2866.699219	-72.556145
2868.164063	-71.799149
2869.628906	-76.436737
2871.093750	-73.446999
2872.558594	-74.178619
2874.023438	-73.462799
2875.488281	-73.172844
2876.953125	-74.845901
2878.417969	-79.770782
2879.882813	-78.066216
2881.347656	-73.079338
2882.812500	-72.857620
2884.277344	-80.930824
2885.742188	-72.545280
2887.207031	-74.886345
2888.671875	-73.920090
2890.136719	-78.622536
2891.601563	-82.105324
2893.066406	-77.217247
2894.531250	-77.266418
2895.996094	-78.164055
2897.460938	-83.215843
2898.925781	-77.605217
2900.390625	-78.079094
2901.855469	-77.334076
2903.320313	-76.755707
2904.785156	-74.745605
2906.250000	-72.296593
2907.714844	-75.179848
2909.179688	-74.112511
2910.644531	-71.890846
2912.109375	-62.992371
